,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,50,1,piece-wise,36421,41219.0,-13.00%,2.18,2.47,-13.00%,12435232.1,11221376.0,10.00%,12435232.1,11220907.0,10.00%,0.0
heuristic_fw,5,50,1,piece-wise,36421,23311.229919151185,36.00%,2.18,1.4,36.00%,12435232.1,11249236.418176973,10.00%,12435232.1,11249179.33,10.00%,-0.002
