,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
PAR,1.23,1.21,1.19,1.18,1.17,1.15,1.14,1.14,1.13,1.12,1.11,1.1,1.09,1.09,1.08,1.08,1.07,1.06,1.06,1.06,1.06,1.05,1.05,1.04,1.04,1.04
step_size,1.0,0.015000000000000006,0.013000000000000005,0.014000000000000005,0.009000000000000001,0.01571663313688572,0.007,0.005,0.010000000000000002,0.008,0.008,0.005,0.010000000000000002,0.003,0.004,0.008,0.008,0.002,0.004,0.002,0.001,0.006,0.003,0.003,0.002,0.0
inconvenient,0.0,166778.01000000007,168615.66787000006,154910.98464982005,82165.23913815162,112025.07678117997,87487.38546253175,30958.94807268734,76040.32051927314,54704.35743584581,73076.45314051323,35131.657734297434,53238.27342265704,17686.07017973203,29987.575719281074,21033.44339424575,20628.916452846035,9697.266167094307,14405.866935331622,21769.256266129338,7093.198743733871,8212.402807537597,5394.823791577387,4783.005528625267,4727.66798894275,4727.66798894275
total_demand,155734252.0,155734252.00000003,155734251.99999997,155734252.0,155734251.99999997,155734252.0,155734252.0,155734252.0,155734252.00000003,155734252.00000006,155734252.0,155734252.00000003,155734252.0,155734251.99999997,155734252.0,155734252.0,155734252.00000006,155734252.00000003,155734252.0,155734252.0,155734252.0,155734252.00000003,155734251.99999997,155734251.99999997,155734252.00000003,155734252.00000003
max_demand,3986006.0,3926894.628560257,3876237.8406642023,3823305.5950678033,3789092.3259907695,3731847.3198786774,3705902.1689248304,3687409.6800613995,3652400.0157240597,3623282.87851977,3594397.8647617963,3576461.7834906247,3540857.678010718,3530245.7240088624,3516145.9244457344,3488115.012477815,3460307.564507874,3453390.419681423,3439597.564535107,3432844.6815366014,3429411.8368550646,3408886.738474671,3398749.6321270457,3388563.609047822,3381811.9773343354,3381811.9773343354
cost,2695128980.3,2616159089.3,2562063597.47,2517483759.72,2493006016.28,2460013464.57,2445734203.75,2438400740.14,2426463520.0,2416752975.34,2408588029.41,2404093976.42,2397548506.18,2395289016.2,2392374241.87,2389476764.41,2386770694.83,2385882422.02,2384362141.99,2383553064.24,2383107081.4,2381772916.17,2381083431.11,2380586349.11,2380270635.07,2380270635.07
run_time,0.0,0.006973981857299805,0.007142066955566406,0.006936073303222656,0.005033969879150391,0.007586002349853516,0.0029990673065185547,0.002346038818359375,0.004681110382080078,0.0036499500274658203,0.0036687850952148438,0.0025539398193359375,0.004642009735107422,0.0022017955780029297,0.002490997314453125,0.0039942264556884766,0.004191160202026367,0.0013420581817626953,0.0021369457244873047,0.0013599395751953125,0.0019121170043945312,0.003576040267944336,0.002227783203125,0.0021898746490478516,0.001756906509399414,0.0009610652923583984
objective,2695128980.3,2616325867.3100004,2562232213.13787,2517638670.7046494,2493088181.5191383,2460125489.6467814,2445821691.1354628,2438431699.088073,2426539560.3205194,2416807679.697436,2408661105.8631406,2404129108.0777345,2397601744.4534225,2395306702.2701797,2392404229.4457192,2389497797.853394,2386791323.746453,2385892119.286167,2384376547.856935,2383574833.496266,2383114174.598744,2381781128.572808,2381088825.9337916,2380591132.1155286,2380275362.737989,2380275362.737989
