,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
PAR,1.25,23.83,24.4,25.35,25.85,26.07,12.91,17.63,12.63,12.34,18.36,22.75,7.21,11.84,16.15,23.69,13.88,16.78,18.21,25.04,26.43,2.78,25.99,3.33,19.06,26.38
step_size,1.0,0.016000000000000007,0.015000000000000006,0.013000000000000005,0.010000000000000002,0.008,0.015000000000000006,0.009000000000000001,0.011000000000000003,0.010000000000000002,0.004,0.004,0.012000000000000004,0.008,0.004036615675263311,0.002,0.003,0.002,0.002,0.001,0.001,0.014188936241695139,0.001,0.008689787185499976,0.001,0.0
inconvenient,0.0,5363023.0,6028736.0,6866270.0,7019259.0,6516273.0,3821206.0,3813894.0,5072316.0,3451530.0,2875410.0,2743180.0,3011523.0,3534545.0,3481966.0,4110303.0,2876166.0,1764073.0,2322579.0,2912173.0,3935320.0,256139.0,5059320.0,297677.0,4588181.0,4356699.0
total_demand,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0
max_demand,2005605.0,38184355.0,39096835.0,40622635.0,41424146.0,41777018.0,20686345.0,28250428.0,20243439.0,19778750.0,29421002.0,36465030.0,11555829.0,18971763.0,25874478.0,37962147.0,22244689.0,26887780.0,29183107.0,40134812.0,42356754.0,4457778.0,41651029.0,5339684.0,30539664.0,42273421.0
cost,1296679732.3,13506809817.8,13513101591.6,14584616464.2,14666953044.8,13428183189.1,13055578126.8,14389938374.3,13426686672.1,13495720407.6,13525374237.9,13948863604.6,12356943220.5,12832365795.4,13917362722.4,14031309901.6,13322744985.0,13801866593.0,12964749465.2,14460616779.6,13063236881.2,5574129709.7,12974117118.7,6261767208.5,12748766417.0,12909832973.8
run_time,0.0,1.413999999999955,2.4029999999998743,6.062000000000358,1.2839999999999694,1.9039999999999302,1.4969999999999652,1.1659999999999824,1.2649999999999715,1.4489999999999679,1.1439999999999848,1.0529999999999948,4.761000000000156,1.6929999999999243,1.504999999999966,1.1369999999999856,1.0659999999999934,1.635999999999954,1.178999999999981,1.807999999999933,1.0819999999999916,1.195999999999979,1.1709999999999818,1.0449999999999957,1.1069999999999889,1.4499999999999675
objective,1296679732.3,13512172840.8,13519130327.6,14591482734.2,14673972303.8,13434699462.1,13059399332.8,14393752268.3,13431758988.1,13499171937.6,13528249647.9,13951606784.6,12359954743.5,12835900340.4,13920844688.4,14035420204.6,13325621151.0,13803630666.0,12967072044.2,14463528952.6,13067172201.2,5574385848.7,12979176438.7,6262064885.5,12753354598.0,12914189672.8
