,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
PAR,1.25,25.02,17.71,27.79,17.42,18.08,14.83,18.6,9.67,17.25,11.22,22.99,13.7,25.51,15.84,16.88,15.89,15.98,22.03,26.21,17.08,18.95,19.81,18.54,19.97,2.97,3.4,31.15
step_size,1.0,0.015000000000000006,0.02000000000000001,0.011000000000000003,0.015008383665338496,0.009000000000000001,0.012000000000000004,0.008258971594362865,0.013000000000000005,0.005,0.011000000000000003,0.004,0.006022531049202915,0.002,0.003,0.002,0.002,0.002,0.001,0.001,0.002,0.001,0.002,0.001,0.002,0.012000000000000004,0.013313610344355634,0.0
inconvenient,0.0,5847004.0,7204362.0,6182524.0,5257110.0,3585282.0,3314799.0,4406792.0,1874357.0,2473662.0,3132760.0,3387031.0,4144148.0,5219430.0,2691086.0,2173717.0,2167890.0,2386321.0,2932189.0,4787685.0,2402770.0,2545158.0,3739210.0,2503118.0,2539474.0,253872.0,294545.0,4863841.0
total_demand,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0,76925302.0
max_demand,2005605.0,40097967.0,28381659.0,44536651.0,27921384.0,28983166.0,23761128.0,29803284.0,15500379.0,27647001.0,17976819.0,36841594.0,21950016.0,40883328.0,25378312.0,27057603.0,25461655.0,25611531.0,35308139.0,42001738.0,27372741.0,30368132.0,31746836.0,29715218.0,32011163.0,4753671.0,5443337.0,49926321.0
cost,1296679732.3,14513903689.6,15857187318.8,15572548392.0,14741110924.8,14539972427.6,14177421617.2,14642259200.5,13241604729.6,13702129130.0,12036631686.0,14842934805.8,13671246383.1,15178462308.8,12857955602.9,13369203423.9,13915630552.0,13464685807.1,14779423668.1,15392628216.8,15001254296.4,15119079984.5,15471444559.2,14691677406.2,15089649584.8,5211843915.4,5272219854.8,15310528891.6
run_time,0.0,4111.950000000008,2045.5899999999835,1669.06999999998,1159.4699999999893,1318.8899999999744,1219.9299999999791,1059.7900000000054,1029.090000000009,1202.3199999999863,1191.879999999981,1219.4099999999805,1126.2899999999984,1160.9499999999884,1038.6700000000064,1807.8299999999797,1683.5199999999777,1666.3299999999724,1892.9299999999766,1415.7499999999743,1326.359999999985,1374.1699999999682,1271.0499999999874,1916.4899999999893,1747.9899999999757,1495.0499999999752,1448.789999999974,1451.959999999967
objective,1296679732.3,14519750693.6,15864391680.8,15578730916.0,14746368034.8,14543557709.6,14180736416.2,14646665992.5,13243479086.6,13704602792.0,12039764446.0,14846321836.8,13675390531.1,15183681738.8,12860646688.9,13371377140.9,13917798442.0,13467072128.1,14782355857.1,15397415901.8,15003657066.4,15121625142.5,15475183769.2,14694180524.2,15092189058.8,5212097787.4,5272514399.8,15315392732.6
