,0,1,2,3,4,5
PAR,2.25,3.02,3.38,3.4,2.7,2.67
step_size,1.0,0.35400000000000015,0.08499999999999999,0.06599999999999999,0.011,0.0
total_demand,981980.0,981980.0,981980.0,981980.0,981980.0,981980.0
max_demand,45971.0,61770.0,69154.0,69570.0,55291.0,54566.0
run_time,0.0,0.001,0.0,0.002,0.001,0.0
cost,15310208.7,13747720.0,13747724.0,13747787.0,13747729.0,13747724.0
objective,15310208.7,13750602.0,13748731.0,13748959.0,13748207.0,13748096.0
inconvenient,0.0,2882.0,1007.0,1172.0,478.0,372.0
