,0,1,2
max_demand,22024.0,11895.2268991911,11895.2268991911
PAR,6.78,3.66,3.66
objective,2551769.0,2184115.029,2184115.029
step_size,1.0,0.503,0.0
run_time,0.0,0.0008559226989746094,0.00013589859008789062
inconvenient,0.0,11.569,11.569
total_demand,155989.0,155989.0,155989.0
cost,2551769.0,2184103.46,2184103.46
