,0,1,2
max_demand,22024.0,23910.0,23910.0
PAR,6.78,7.36,7.36
objective,2551769.0,2183869.0,2183846.0
step_size,1.0,0.503,0.0
run_time,0.0,1.0899999999999999,1.01
inconvenient,0.0,23.0,0.0
total_demand,155989.0,155989.0,155989.0
cost,2551769.0,2183846.0,2183846.0
