,0,1,2,3,4
max_demand,22024.0,20400.0,22245.0,18998.0,15000.0
PAR,6.78,6.28,6.85,5.85,4.62
objective,2551769.0,2183869.0,2183846.0,2183846.0,2183846.0
step_size,1.0,0.502,0.3,0.073,0.0
run_time,0.0,0.001,0.0,0.0,0.0
inconvenient,0.0,23.0,0.0,0.0,0.0
total_demand,155989.0,155989.0,155989.0,155989.0,155989.0
cost,2551769.0,2183846.0,2183846.0,2183846.0,2183846.0
