,0,1,2,3,4,5
max_demand,28280.0,51575.0,44655.0,32040.0,49260.0,33790.0
cost,6063485.7,5348266.0,5348302.0,5348285.0,5348281.0,5348266.0
total_demand,382019.0,382019.0,382019.0,382019.0,382019.0,382019.0
objective,6063485.7,5349172.0,5348685.0,5348496.0,5348511.0,5348397.0
inconvenient,0.0,906.0,383.0,211.0,230.0,131.0
step_size,1.0,0.2810000000000001,0.14200000000000002,0.034,0.014,0.0
run_time,0.0,2.45,2.57,2.4000000000000004,2.72,2.8099999999999996
PAR,3.55,6.48,5.61,4.03,6.19,4.25
