,0,1,2,3,4,5
max_demand,28280.0,21312.36119723672,18471.506909814907,18217.78365804688,17962.734686834225,17962.734686834225
cost,6063485.7,5376136.99,5358445.19,5358066.58,5357928.18,5357928.18
total_demand,382019.0,382019.0,382019.0,382018.99999999994,382019.0,382019.0
objective,6063485.7,5376391.576,5358463.424788,5358073.134017208,5357931.308243759,5357931.308243759
inconvenient,0.0,254.58600000000007,18.23478799999999,6.554017208000001,3.128243759088,3.128243759088
step_size,1.0,0.2810000000000001,0.14200000000000002,0.034,0.014,0.0
run_time,0.0,0.0037970542907714844,0.0013346672058105469,0.0005230903625488281,0.00031495094299316406,0.00018310546875
PAR,3.55,2.68,2.32,2.29,2.26,2.26
