,0,1,2,3,4
max_demand,64693.0,45425.654625545896,42687.392468802354,38546.082821647906,38546.082821647906
step_size,1.0,0.4370000000000001,0.15000000000000002,0.107,0.0
cost,13672345.9,12249558.89,12238585.05,12236011.01,12236011.01
run_time,0.0,0.002676248550415039,0.001374959945678711,0.0008029937744140625,0.00015306472778320312
objective,13672345.9,12249717.521,12238665.655350002,12236024.641227549,12236024.641227549
inconvenient,0.0,158.63100000000003,80.60535,13.63122755,13.63122755
total_demand,873486.0,873486.0000000002,873486.0000000001,873486.0000000001,873486.0000000001
PAR,3.56,2.5,2.35,2.12,2.12
