,0,1,2,3,4,5,6,7,8,9
total_demand,9458769.0,9458769.000000002,9458769.0,9458769.000000002,9458769.0,9458769.0,9458769.000000002,9458769.0,9458768.999999998,9458768.999999998
step_size,1.0,0.044,0.033,0.011,0.011,0.023,0.011,0.022,0.011,0.0
inconvenient,0.0,10782.64,9434.54688,4505.12098432,3076.7316691724795,4668.086171609033,2043.3810521123005,6183.333616853529,2061.3413302146114,2061.3413302146114
run_time,0.0,0.0011599063873291016,0.0009050369262695312,0.0004868507385253906,0.0006062984466552734,0.0006971359252929688,0.0004858970642089844,0.0007960796356201172,0.0006389617919921875,0.00038886070251464844
objective,152323524.3,143856437.07,140203232.85688,139387942.5909843,138733635.07166916,137765596.22617158,137338388.8910521,136773340.56361684,136555408.2113302,136555408.2113302
cost,152323524.3,143845654.43,140193798.31,139383437.47,138730558.34,137760928.14,137336345.51,136767157.23,136553346.87,136553346.87
max_demand,273430.0,261596.13844196862,253058.07708717784,250274.43823921887,247521.41941858747,241861.0995993232,239200.62750373065,233967.15697457653,231393.51824785618,231393.51824785618
PAR,1.39,1.33,1.28,1.27,1.26,1.23,1.21,1.19,1.17,1.17
