,0,1,2,3,4,5,6,7,8,9
total_demand,9458769.0,9458769.0,9458769.0,9458769.0,9458769.0,9458769.0,9458769.0,9458769.0,9458769.0,9458769.0
step_size,1.0,0.044,0.033,0.011,0.011,0.023,0.011,0.022,0.011,0.0
inconvenient,0.0,245060.0,296678.0,418991.0,284208.0,206037.0,190430.0,283104.0,193578.0,251895.0
run_time,0.0,0.004,0.004,0.011000000000000003,0.005,0.009000000000000001,0.003,0.006,0.002,0.009000000000000001
objective,152323524.3,132754225.0,132779761.0,133934943.0,136720053.0,140016242.0,142231914.0,144673197.0,146945959.0,147132142.0
cost,152323524.3,132509165.0,132483083.0,133515952.0,136435845.0,139810205.0,142041484.0,144390093.0,146752381.0,146880247.0
max_demand,273430.0,2694892.0,2566804.0,3434572.0,3922077.0,2383877.0,2271479.0,1915094.0,2075331.0,2713392.0
PAR,1.39,13.68,13.03,17.43,19.9,12.1,11.53,9.72,10.53,13.77
