,0,1,2,3,4,5,6
inconvenient,0.0,1168.002,327.10472999999996,438.89266889999993,224.4059032105,97.4451697747905,97.4451697747905
objective,31797876.1,29944607.502,29719756.324729998,29686378.7626689,29667364.805903208,29662377.16516977,29662377.16516977
PAR,1.9,1.55,1.36,1.29,1.24,1.22,1.22
max_demand,83395.0,68334.65955506306,59659.285572261346,56628.1038976134,54623.2187754463,53697.71425798993,53697.71425798993
cost,31797876.1,29943439.5,29719429.22,29685939.87,29667140.4,29662279.72,29662279.72
step_size,1.0,0.198,0.13499999999999998,0.06999999999999999,0.05499999999999999,0.039,0.0
total_demand,2112379.0,2112379.0,2112378.9999999995,2112379.0,2112378.9999999995,2112379.0,2112379.0
run_time,0.0,0.003493070602416992,0.002590179443359375,0.0015463829040527344,0.0010497570037841797,0.0009129047393798828,0.00020194053649902344
