,0,1,2,3,4,5,6
inconvenient,0.0,5899.0,3591.0,6597.0,4519.0,2723.0,901.0
objective,31797876.1,29579326.0,29576972.0,29580217.0,29578209.0,29576147.0,29574212.0
PAR,1.9,3.15,2.99,3.07,3.26,2.35,2.78
max_demand,83395.0,138709.0,131742.0,134976.0,143592.0,103239.0,122355.0
cost,31797876.1,29573427.0,29573381.0,29573620.0,29573690.0,29573424.0,29573311.0
step_size,1.0,0.198,0.13499999999999998,0.06999999999999999,0.05499999999999999,0.039,0.0
total_demand,2112379.0,2112379.0,2112379.0,2112379.0,2112379.0,2112379.0,2112379.0
run_time,0.0,0.001,0.001,0.0,0.002,0.002,0.002
