,0,1,2,3,4
max_demand,24030.0,20612.0,23730.0,26950.0,20376.0
step_size,1.0,0.4870000000000002,0.045,0.024,0.0
objective,4195923.8,3681400.0,3681138.0,3681198.0,3681122.0
total_demand,262937.0,262937.0,262937.0,262937.0,262937.0
cost,4195923.8,3681126.0,3681118.0,3681118.0,3681118.0
PAR,4.39,3.76,4.33,4.92,3.72
run_time,0.0,0.0,0.0,0.001,0.001
inconvenient,0.0,274.0,20.0,80.0,4.0
