,0,1,2,3,4
PAR,5.31,7.24,5.81,5.98,7.24
total_demand,172981.0,172981.0,172981.0,172981.0,172981.0
max_demand,19150.0,26100.0,20925.0,21550.0,26100.0
step_size,1.0,0.25600000000000006,0.266,0.09099999999999998,0.0
run_time,0.0,1.06,1.0499999999999998,1.0499999999999998,1.04
objective,2749944.0,2421812.0,2421852.0,2421812.0,2421800.0
inconvenient,0.0,78.0,118.0,78.0,66.0
cost,2749944.0,2421734.0,2421734.0,2421734.0,2421734.0
