,0,1,2,3,4
PAR,5.31,4.14,3.44,3.39,3.39
total_demand,172981.0,172981.0,172980.99999999994,172980.99999999997,172980.99999999997
max_demand,19150.0,14903.149903466428,12387.893107347083,12203.941273284603,12203.941273284603
step_size,1.0,0.25600000000000006,0.266,0.09099999999999998,0.0
run_time,0.0,0.0020589828491210938,0.0019028186798095703,0.0006999969482421875,0.00014591217041015625
objective,2749944.0,2444866.438,2425818.806512,2424714.9650374083,2424714.9650374083
inconvenient,0.0,19.968000000000004,26.076512,4.7250374079999995,4.7250374079999995
cost,2749944.0,2444846.47,2425792.73,2424710.24,2424710.24
