,0,1,2,3,4,5
PAR,2.89,5.24,5.24,7.98,5.24,5.24
total_demand,368981.0,368981.0,368981.0,368981.0,368981.0,368981.0
max_demand,22230.0,40271.0,40271.0,61313.0,40281.0,40271.0
step_size,1.0,0.24800000000000005,0.128,0.055,0.104,0.0
run_time,0.0,2.0000000000000004,2.04,4.1899999999999995,3.5100000000000002,2.0600000000000005
objective,5934756.8,5166337.0,5166386.0,5166646.0,5166271.0,5165946.0
inconvenient,0.0,603.0,652.0,912.0,535.0,212.0
cost,5934756.8,5165734.0,5165734.0,5165734.0,5165736.0,5165734.0
