,0,1,2,3
max_demand,26531.0,19402.955457030595,16219.430358007961,16219.430358007961
PAR,3.18,2.32,1.94,1.94
objective,6101432.8,5625017.828,5614386.799566,5614386.799566
step_size,1.0,0.3530000000000001,0.203,0.0
run_time,0.0,0.00444793701171875,0.0018138885498046875,0.00016188621520996094
inconvenient,0.0,256.2780000000001,4.409565999999985,4.409565999999985
total_demand,400744.0,400744.0,400744.00000000006,400744.00000000006
cost,6101432.8,5624761.55,5614382.39,5614382.39
