,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
PAR,1.34,1.32,1.29,1.25,1.22,1.2,1.18,1.16,1.16,1.15,1.14,1.14,1.14,1.1,1.08,1.08,1.07,1.07,1.06,1.06,1.06,1.06
step_size,1.0,0.02000000000000001,0.023000000000000013,0.02718877627661361,0.027833190503693362,0.013000000000000005,0.014000000000000005,0.017000000000000008,0.007,0.006,0.004,0.004,0.004,0.0335787366682085,0.014000000000000005,0.007,0.006,0.002,0.004,0.002,0.002,0.0
inconvenient,0.0,37812.260000000024,44410.878020000026,45374.78108022558,38700.88849462025,28668.61544956995,33799.53338370603,25227.446932477007,10379.68787147266,13510.693872771166,8746.025224508916,8149.411899101964,6266.798352403593,7765.223940541428,7417.602864832424,10815.912779946173,5582.616523320323,3118.5327669533594,3141.5698689321866,1902.3288602621358,4049.7633422794756,4049.7633422794756
total_demand,39426379.0,39426378.999999985,39426379.0,39426379.00000001,39426379.00000001,39426379.0,39426379.0,39426378.99999999,39426378.99999999,39426379.0,39426379.0,39426379.00000001,39426379.0,39426378.99999999,39426378.99999998,39426379.0,39426378.99999999,39426379.00000001,39426379.0,39426379.0,39426378.999999985,39426378.999999985
max_demand,1102277.0,1080439.6413577057,1055860.9769081834,1027526.0643776697,999306.6110865923,986393.2859696606,972673.1836933603,956269.3640147458,949595.5266873086,943912.1784824127,940142.1894668492,936387.25780249,932647.3273442182,901834.669971207,889290.7380890545,883084.4306822813,877799.2125664001,876044.5519104798,872545.722322943,870801.5633940195,869060.8910387949,869060.8910387949
cost,654575573.3,634790327.08,618002825.42,602836423.95,591283163.25,587177759.37,583518505.72,579898998.61,578662710.16,577813627.47,577267942.27,576710383.38,576296437.98,573749087.89,572875743.19,572419297.62,572176203.87,572090612.22,571961825.05,571878717.8,571781117.41,571781117.41
run_time,0.0,0.008788108825683594,0.012468099594116211,0.011389017105102539,0.011207103729248047,0.005605936050415039,0.00620579719543457,0.007216930389404297,0.0037131309509277344,0.003802061080932617,0.002287149429321289,0.002110004425048828,0.0018439292907714844,0.013692140579223633,0.006171703338623047,0.0033588409423828125,0.0029180049896240234,0.001331329345703125,0.0022537708282470703,0.0013189315795898438,0.0014238357543945312,0.0005369186401367188
objective,654575573.3,634828139.34,618047236.29802,602881798.7310803,591321864.1384946,587206427.9854496,583552305.2533838,579924226.0569324,578673089.8478714,577827138.1638728,577276688.2952245,576718532.7918991,576302704.7783524,573756853.1139405,572883160.7928649,572430113.5327799,572181786.4865233,572093730.752767,571964966.6198689,571880620.1288602,571785167.1733422,571785167.1733422
