,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,639.368,21,2000,5,1,piece-wise,1102277,24930945.0,-21.618,1.34,30.35,-21.649,654575573.3,7769982574.6,-10.87,654575573.3,7767422069.6,-10.866
optimal_fw,0.005,21,2000,5,1,piece-wise,1102277,869060.8910387949,0.212,1.34,1.06,0.209,654575573.3,571785167.1733422,0.126,654575573.3,571781117.41,0.126
heuristic,0.654,19,2000,5,1,piece-wise,1102277,22683236.0,-19.579,1.34,27.62,-19.612,654575573.3,6816698013.2,-9.414,654575573.3,6814303086.2,-9.41
heuristic_fw,0.005,19,2000,5,1,piece-wise,1102277,875581.102367057,0.206,1.34,1.07,0.201,654575573.3,572032083.6381583,0.126,654575573.3,572029700.65,0.126
