,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
PAR,1.34,1.32,1.29,1.26,1.22,1.2,1.19,1.16,1.15,1.14,1.13,1.12,1.1,1.1,1.08,1.08,1.07,1.07,1.07,1.07
step_size,1.0,0.01900000000000001,0.023006146198443128,0.021665216898387782,0.028000000000000018,0.024196679028898816,0.009000000000000001,0.01900000000000001,0.009000000000000001,0.014000000000000005,0.010000000000000002,0.010047927705177954,0.015220059885491875,0.003,0.010000000000000002,0.008,0.004,0.003,0.002,0.0
inconvenient,0.0,36218.67400000002,41194.398772304354,29532.910110331937,61207.94651691074,37910.825669653175,22056.751568973123,29321.032720189527,11496.581705518296,21965.543856122753,14227.754561438775,22058.067438410504,16856.656678502284,6808.8970299644925,6058.211029700356,5389.6303117623975,3236.7254787529505,3118.920823563741,2382.9881583528722,2382.9881583528722
total_demand,39426379.0,39426378.99999999,39426379.00000001,39426379.00000001,39426379.00000001,39426379.00000001,39426379.0,39426379.0,39426379.0,39426379.0,39426379.0,39426379.0,39426379.00000001,39426379.0,39426379.000000015,39426379.000000015,39426379.0,39426378.99999999,39426379.0,39426379.0
max_demand,1102277.0,1081702.4009346557,1057088.506648503,1034420.974889376,1005844.8310363626,983349.272457821,974534.4471019484,956302.6262199308,947730.2492694487,934547.9252053326,925244.3886601821,915989.522606402,902146.6743358314,899555.7739413494,890600.5884537506,883500.7504718158,879972.0489353159,877334.8467497097,875581.102367057,875581.102367057
cost,654575573.3,635959872.15,618293229.76,605438754.61,593224212.11,586491405.52,583972127.54,580237033.23,578803736.79,576803475.52,575662678.96,574730708.24,573500532.13,573249383.7,572721416.27,572348536.47,572172098.96,572082055.7,572029700.65,572029700.65
run_time,0.0,0.008159875869750977,0.009096860885620117,0.008421182632446289,0.011044979095458984,0.00949406623840332,0.003934144973754883,0.007520914077758789,0.0037000179290771484,0.005783796310424805,0.0040740966796875,0.0040471553802490234,0.00592494010925293,0.0018239021301269531,0.004052877426147461,0.0033898353576660156,0.0019431114196777344,0.0015079975128173828,0.0012669563293457031,0.000682830810546875
objective,654575573.3,635996090.824,618334424.1587723,605468287.5201104,593285420.0565169,586529316.3456696,583994184.291569,580266354.2627202,578815233.3717055,576825441.0638561,575676906.7145615,574752766.3074384,573517388.7866786,573256192.59703,572727474.4810296,572353926.1003118,572175335.6854788,572085174.6208236,572032083.6381583,572032083.6381583
