,0,1,2
cost,16233277.5,15042554.32,15042554.32
PAR,3.24,2.08,2.08
step_size,1.0,0.518,0.0
total_demand,1073650.0,1073650.0,1073650.0
max_demand,72407.0,46433.23193077798,46433.23193077798
inconvenient,0.0,148.666,148.666
objective,16233277.5,15042702.986,15042702.986
run_time,0.0,0.00617218017578125,0.00033092498779296875
