,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
PAR,1.23,1.22,1.2,1.19,1.18,1.16,1.15,1.14,1.14,1.13,1.12,1.12,1.11,1.11,1.11,1.1,1.1,1.09,1.09,1.09,1.09,1.08,1.08,1.08,1.08,1.08,1.08,1.08
step_size,1.0,0.015000000000000006,0.012000000000000004,0.010000000000000002,0.009000000000000001,0.015000000000000006,0.009000000000000001,0.008,0.003,0.009000000000000001,0.0040594257077718994,0.004,0.007,0.003,0.001,0.006,0.003,0.003,0.003,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.0
inconvenient,0.0,191232.48000000007,155131.32624000005,138508.03673760002,108197.9366693616,126275.64094995963,84089.49623145038,36883.284030148396,37574.13814790956,33266.239756668816,21841.653799452455,22762.66538480219,59893.99034230638,21241.71302897308,6946.080286971027,14598.599518278175,10323.097201445165,10814.126708395665,11541.305619874813,7971.362083140375,7167.60263791686,12651.460794724167,8360.002539205276,8700.261997460795,4244.662738002539,4907.810337261997,5771.863189662738,5771.863189662738
total_demand,155574857.0,155574856.99999997,155574857.00000003,155574857.00000003,155574857.0,155574857.00000003,155574856.99999997,155574857.00000003,155574857.0,155574857.0,155574856.99999994,155574856.99999997,155574857.0,155574857.0,155574856.99999994,155574857.0,155574856.99999994,155574857.0,155574856.99999997,155574857.00000003,155574857.0,155574857.00000006,155574857.00000006,155574857.00000003,155574856.99999997,155574857.00000006,155574857.0,155574857.0
max_demand,3999938.0,3940358.002693352,3893534.4743252615,3855073.6208827626,3820795.9087753505,3764648.421163876,3730901.7969599674,3701158.839165056,3690664.549936482,3657581.123359588,3642756.026790429,3628206.844652046,3603218.6343730865,3592419.7845226517,3588827.364738129,3567348.1612374345,3556658.073971278,3545998.766166928,3535371.404318727,3524775.8926846124,3521254.7327919276,3514215.744581077,3511006.489836496,3507538.488346659,3504030.9558583125,3500526.925902454,3497026.3999765515,3497026.3999765515
cost,2608624647.3,2544636722.78,2503247816.99,2474486132.14,2453760508.54,2426901482.56,2414334847.54,2404577125.82,2401438546.59,2393121520.84,2390176129.62,2387498124.71,2382655799.47,2380736656.25,2380038399.36,2377347968.89,2376227857.25,2375007688.24,2373930719.57,2372997420.51,2372582403.87,2371971693.9,2371575644.53,2371320011.51,2371051207.08,2370807369.12,2370566786.91,2370566786.91
run_time,0.0,0.007175922393798828,0.00688624382019043,0.004923820495605469,0.004816770553588867,0.0069921016693115234,0.004572868347167969,0.0041408538818359375,0.0020389556884765625,0.004781961441040039,0.0023479461669921875,0.0022630691528320312,0.0037658214569091797,0.001809835433959961,0.0013370513916015625,0.003083944320678711,0.0017898082733154297,0.002267122268676758,0.0017921924591064453,0.0017688274383544922,0.000926971435546875,0.0013587474822998047,0.00185394287109375,0.0009329319000244141,0.0009591579437255859,0.0012409687042236328,0.0013580322265625,0.0009920597076416016
objective,2608624647.3,2544827955.26,2503402948.31624,2474624640.1767373,2453868706.4766693,2427027758.2009497,2414418937.0362315,2404614009.10403,2401476120.728148,2393154787.0797567,2390197971.2737994,2387520887.375385,2382715693.460342,2380757897.963029,2380045345.440287,2377362567.489518,2376238180.3472013,2375018502.3667083,2373942260.87562,2373005391.872083,2372589571.4726377,2371984345.360795,2371584004.5325394,2371328711.7719975,2371055451.742738,2370812276.930337,2370572558.7731895,2370572558.7731895
