,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
PAR,1.23,1.22,1.2,1.18,1.17,1.16,1.16,1.15,1.15,1.14,1.13,1.13,1.12,1.12,1.12,1.11,1.11,1.1,1.1,1.1,1.09,1.09,1.08,1.08,1.08,1.08,1.08,1.07,1.07
step_size,1.0,0.014000000000000005,0.016000000000000007,0.014000000000000005,0.006,0.009278278660566252,0.004,0.004,0.006,0.009097357497639402,0.004,0.004,0.004,0.002,0.002,0.006,0.003,0.004,0.003,0.005,0.007,0.002,0.002,0.003,0.001,0.001,0.002,0.001,0.0
inconvenient,0.0,183797.74000000008,197596.5161600001,168639.59677376007,63417.30241935744,103506.21930963152,35515.03112276147,31450.851875508954,44068.56088874694,53588.788902056745,28248.676844391775,31248.201292622434,21368.22319482951,14247.779553610342,11149.87444089278,27154.500753354645,25397.074497739937,17060.255702009043,25300.247232893973,13281.13876383553,16402.53902865315,8198.442921942695,5926.899114156115,11883.891302657532,4747.159108697343,3914.9598408913025,5644.534080318217,4901.396465919682,4901.396465919682
total_demand,155574857.0,155574857.00000003,155574856.99999994,155574857.0,155574856.99999997,155574857.0,155574857.0,155574857.0,155574857.00000003,155574857.00000003,155574857.0,155574857.00000006,155574856.99999997,155574857.0,155574857.0,155574857.00000003,155574857.00000003,155574856.99999997,155574857.00000006,155574857.00000003,155574857.0,155574856.99999994,155574857.0,155574857.0,155574857.00000003,155574857.0,155574857.0,155574857.0,155574857.0
max_demand,3999938.0,3944301.41037651,3881663.702332373,3827672.2328488296,3804763.5380391763,3769606.9747511013,3754551.1494192868,3739555.4571140558,3717174.1429681894,3683494.072448411,3668782.1823927592,3654129.051684823,3639534.4456395316,3632259.016282698,3624998.130509149,3603302.444252442,3592503.3432237147,3578154.878492466,3567431.1447434695,3549629.627674721,3524856.6383903045,3517810.4499701625,3510778.348879672,3500256.5456543025,3496756.290108648,3493259.5348185394,3486276.509008437,3482790.2374994284,3482790.2374994284
cost,2608624647.3,2548381379.81,2493305076.72,2458818911.57,2446106388.57,2428866308.32,2422309671.82,2416698142.69,2408500574.44,2399024776.58,2395841563.73,2392422822.68,2389183622.43,2387488310.33,2386009078.96,2382381198.87,2380502507.97,2379044305.59,2377602770.75,2375649893.25,2373669677.63,2373052016.02,2372350495.96,2371423581.53,2371040687.58,2370636640.0,2370073746.55,2369773792.24,2369773792.24
run_time,0.0,0.00709080696105957,0.014866352081298828,0.006468772888183594,0.0028591156005859375,0.005219936370849609,0.0030241012573242188,0.0033652782440185547,0.0035490989685058594,0.004775285720825195,0.003261089324951172,0.0027022361755371094,0.0029039382934570312,0.0018749237060546875,0.0018529891967773438,0.0030488967895507812,0.002360105514526367,0.002750873565673828,0.002287149429321289,0.0031599998474121094,0.0036809444427490234,0.0013680458068847656,0.001386880874633789,0.0023491382598876953,0.0013031959533691406,0.0009307861328125,0.0021560192108154297,0.0014069080352783203,0.0022220611572265625
objective,2608624647.3,2548565177.5499997,2493502673.23616,2458987551.166774,2446169805.8724194,2428969814.53931,2422345186.851123,2416729593.5418754,2408544643.000889,2399078365.368902,2395869812.4068446,2392454070.8812923,2389204990.6531944,2387502558.1095533,2386020228.8344407,2382408353.3707533,2380527905.0444975,2379061365.845702,2377628070.997233,2375663174.388764,2373686080.1690288,2373060214.462922,2372356422.859114,2371435465.421303,2371045434.7391086,2370640554.959841,2370079391.0840807,2369778693.6364655,2369778693.6364655
