no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
2000,5,heuristic,1,piece-wise,2.0,0.8376000000000001,11.6,1016086.4,16635787.8,-15.298799999999996,1.254,20.51,-15.323599999999999,655118223.4399999,6896590300.859999,-9.527199999999999,655118223.4399999,6895142639.259999,-9.525000000000002
2000,5,heuristic_fw,1,piece-wise,2.0,0.001,11.6,1016086.4,914608.8785733497,0.0994,1.254,1.1280000000000001,0.1,655118223.4399999,591250615.2681267,0.097,655118223.4399999,591243373.5660001,0.0972
2000,5,optimal,1,piece-wise,2.0,896.9086,11.6,1016086.4,20278024.8,-19.0568,1.254,25.08,-19.080599999999997,655118223.4399999,7700506414.259999,-10.777,655118223.4399999,7698324000.059999,-10.7738
2000,5,optimal_fw,1,piece-wise,2.0,0.001,11.6,1016086.4,919581.249698052,0.09419999999999999,1.254,1.138,0.09159999999999999,655118223.4399999,593979274.5169723,0.093,655118223.4399999,593969089.0979999,0.093
4000,5,heuristic,1,piece-wise,0.0,1.682,15.0,1917136.0,31320430.0,-15.337,1.2,19.59,-15.325,1354460955.3,14303484989.7,-9.56,1354460955.3,14296987128.7,-9.555
4000,5,heuristic_fw,1,piece-wise,0.0,0.001,15.0,1917136.0,1761777.7183041123,0.081,1.2,1.1,0.083,1354460955.3,1215864184.3969119,0.102,1354460955.3,1215845188.56,0.102
4000,5,optimal,1,piece-wise,0.0,1472.045,13.0,1917136.0,50391659.0,-25.285,1.2,31.51,-25.258,1354460955.3,15545305597.9,-10.477,1354460955.3,15539920299.9,-10.473
4000,5,optimal_fw,1,piece-wise,0.0,0.001,13.0,1917136.0,1760537.5608750142,0.082,1.2,1.1,0.083,1354460955.3,1215291427.089322,0.103,1354460955.3,1215273233.67,0.103
