,0,1,2,3
run_time,0.0,0.004275083541870117,0.0006518363952636719,0.00014090538024902344
max_demand,17450.0,12041.330583059149,11242.523843796667,11242.523843796667
cost,3687089.2,3187985.37,3186739.1,3186739.1
PAR,3.68,2.54,2.37,2.37
objective,3687089.2,3188086.3940000003,3186737.194368,3186737.194368
step_size,1.0,0.45100000000000023,0.06799999999999999,0.0
inconvenient,0.0,101.02400000000006,-1.9056320000000038,-1.9056320000000038
total_demand,227333.0,227332.99999999994,227332.99999999997,227332.99999999997
