,0,1,2,3,4
run_time,0.0,0.0,0.0,0.001,0.0
max_demand,17450.0,21110.0,17450.0,21500.0,17450.0
cost,3687089.2,3182662.0,3182662.0,3182662.0,3182662.0
PAR,3.68,4.46,3.68,4.54,3.68
objective,3687089.2,3182886.0,3182682.0,3182744.0,3182671.0
step_size,1.0,0.46400000000000025,0.065,0.082,0.0
inconvenient,0.0,224.0,20.0,82.0,9.0
total_demand,227333.0,227333.0,227333.0,227333.0,227333.0
