,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
PAR,1.24,25.23,24.56,26.27,22.01,18.45,24.07,12.57,19.86,11.32,12.24,14.9,15.69,11.85,8.14,9.0,8.55,15.18,15.09,16.15
step_size,1.0,0.014000000000000005,0.012000000000000004,0.009000000000000001,0.009000000000000001,0.010000000000000002,0.006,0.011000000000000003,0.006,0.008,0.010000000000000002,0.004,0.005,0.006149648350485214,0.006,0.004,0.002,0.001,0.001,0.0
inconvenient,0.0,16009990.0,15873823.0,16382082.0,11044519.0,16054521.0,10588610.0,9855782.0,10107979.0,10553093.0,10934869.0,11428215.0,10151238.0,7022171.0,2951080.0,4727840.0,4353779.0,6549052.0,10058775.0,5888225.0
total_demand,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0,196017383.0
max_demand,5050547.0,103022129.0,100302672.0,107292443.0,89863597.0,75339144.0,98277131.0,51324169.0,81102937.0,46242551.0,50001708.0,60838381.0,64086396.0,48404806.0,33227236.0,36739147.0,34920405.0,61987630.0,61620137.0,65949569.0
cost,3238659238.1,40090999621.2,38543921417.4,37529849893.2,36599423805.1,35782361367.8,36906554544.5,35650372682.6,36851783050.4,33197953072.4,30734115093.0,37878813671.0,34430740890.2,30626903519.6,29242954099.6,30408145158.6,32250668734.7,32585479884.2,32735224182.8,34110777593.0
run_time,0.0,2.487999999999857,3.3899999999998065,4.1429999999997635,10.942999999999808,3.28499999999983,2.825999999999851,3.3219999999998024,2.7479999999998608,3.33499999999981,3.589999999999787,10.658999999999683,2.6499999999998884,3.281999999999808,2.5489999999998822,3.485999999999789,3.557999999999785,3.408999999999801,3.6029999999997995,3.042999999999831
objective,3238659238.1,40107009611.2,38559795240.4,37546231975.2,36610468324.1,35798415888.8,36917143154.5,35660228464.6,36861891029.4,33208506165.4,30745049962.0,37890241886.0,34440892128.2,30633925690.6,29245905179.6,30412872998.6,32255022513.7,32592028936.2,32745282957.8,34116665818.0
