,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
PAR,1.24,1.22,1.21,1.19,1.18,1.17,1.17,1.15,1.15,1.14,1.13,1.12,1.12,1.11,1.1,1.1,1.1,1.09,1.09,1.09
step_size,1.0,0.014000000000000005,0.012000000000000004,0.009000000000000001,0.009000000000000001,0.010000000000000002,0.006,0.011000000000000003,0.006,0.008,0.010000000000000002,0.004,0.005,0.006149648350485214,0.006,0.004,0.002,0.001,0.001,0.0
inconvenient,0.0,224139.8600000001,187796.19768000007,145748.57222088,98088.9338500121,159564.3206614999,62574.274076031,107725.28498516369,60001.522290089015,83944.73182167929,108509.24268178323,45278.82302927287,50529.79588485364,42873.14183106147,17449.241149013633,18841.563035403946,8669.874873929191,6540.3821251260715,10052.234617874874,10052.234617874874
total_demand,196017383.0,196017383.00000006,196017383.0000001,196017382.99999997,196017383.00000003,196017383.0,196017382.99999997,196017382.99999997,196017383.00000003,196017383.00000003,196017383.0,196017382.99999997,196017383.0,196017383.00000003,196017383.0,196017383.0,196017382.99999994,196017382.99999997,196017382.99999997,196017382.99999997
max_demand,5050547.0,4980512.0219911225,4921343.820275474,4877527.711580916,4834521.9928992605,4786394.294862931,4757904.197474865,4705828.699805457,4678911.606886342,4643959.2548548225,4597728.084171694,4579364.7398171965,4556513.663994754,4528564.36646185,4501460.81822519,4483481.965715856,4474519.48526639,4470044.965781124,4465574.920815343,4465574.920815343
cost,3238659238.1,3175380124.02,3127036767.47,3100014784.45,3079269674.05,3055138941.19,3044092475.77,3027556649.39,3019782349.71,3010906467.76,3001479730.11,2997776078.23,2993389808.23,2989023666.95,2986055751.77,2984316075.28,2983176038.54,2982693640.29,2982198550.86,2982198550.86
run_time,0.0,0.0062520503997802734,0.005690813064575195,0.004123210906982422,0.0049381256103515625,0.004732847213745117,0.0032470226287841797,0.0050199031829833984,0.0032520294189453125,0.004293203353881836,0.0052490234375,0.002714872360229492,0.003113985061645508,0.0033142566680908203,0.003328084945678711,0.0024929046630859375,0.0013399124145507812,0.0009570121765136719,0.0009138584136962891,0.0012347698211669922
objective,3238659238.1,3175604263.88,3127224563.66768,3100160533.0222206,3079367762.98385,3055298505.5106616,3044155050.044076,3027664374.674985,3019842351.2322903,3010990412.491822,3001588239.352682,2997821357.053029,2993440338.025885,2989066540.0918307,2986073201.011149,2984334916.8430357,2983184708.414874,2982700180.672125,2982208603.094618,2982208603.094618
