,0,1,2,3,4,5,6,7,8,9
inconvenient,0.0,11121386.0,12830601.0,9234870.0,11574191.0,2447461.0,6695826.0,7946127.0,7132637.0,7536739.0
objective,2517441834.0,29584437027.4,30016072776.2,28075864994.2,29498709917.2,23935632102.6,27871779278.4,25521424113.8,28622373102.6,27202146852.5
run_time,0.0,2.633999999999827,3.080999999999809,3.461999999999771,10.173999999998724,4.147999999999797,3.5449999999997757,2.163999999999906,2.111999999999915,2.5279999999998677
total_demand,155262589.0,155262589.0,155262589.0,155262589.0,155262589.0,155262589.0,155262589.0,155262589.0,155262589.0,155262589.0
max_demand,4146378.0,80308555.0,82118800.0,46793685.0,83425707.0,25331377.0,49866842.0,29840894.0,57206493.0,72589773.0
cost,2517441834.0,29573315641.4,30003242175.2,28066630124.2,29487135726.2,23933184641.6,27865083452.4,25513477986.8,28615240465.6,27194610113.5
PAR,1.28,24.83,25.39,14.47,25.79,7.83,15.42,9.23,17.69,22.44
step_size,1.0,0.015,0.01,0.015,0.01,0.025,0.005,0.015,0.005,0.0
