,0,1,2,3,4,5,6,7,8,9
inconvenient,0.0,166820.79,126637.80210000002,136623.48296849997,114375.67517031501,58327.13312074213,33187.494334396295,118694.09258498406,35069.71453707508,35069.71453707508
objective,2517441834.0,2463920230.58,2432665904.2821,2398553830.832968,2379630790.91517,2347701542.5831203,2341693592.134334,2328935968.692585,2324828790.4745374,2324828790.4745374
run_time,0.0,0.0014262199401855469,0.0010540485382080078,0.0013689994812011719,0.0010602474212646484,0.002028942108154297,0.0007491111755371094,0.0013360977172851562,0.0007359981536865234,0.00043892860412597656
total_demand,155262589.0,155262589.0,155262588.99999997,155262589.0,155262589.00000003,155262589.00000006,155262588.99999997,155262589.0,155262589.0,155262589.0
max_demand,4146378.0,4084672.66765925,4043928.057799349,3984178.7368528116,3944472.463952705,3846841.8521934454,3827652.4929324784,3771340.779982025,3752484.0760821146,3752484.0760821146
cost,2517441834.0,2463753409.79,2432539266.48,2398417207.35,2379516415.24,2347643215.45,2341660404.64,2328817274.6,2324793720.76,2324793720.76
PAR,1.28,1.26,1.25,1.23,1.22,1.19,1.18,1.17,1.16,1.16
step_size,1.0,0.015,0.01,0.015,0.01,0.025,0.005,0.015,0.005,0.0
