,0,1,2,3,4,5,6,7,8,9,10,11
inconvenient,0.0,117680.06,125322.6194,78169.363806,128440.89636194,92606.6510363806,102442.79023445428,47057.312097655464,34752.18843951172,56107.51405780244,39103.53242971099,39103.53242971099
objective,2517441834.0,2477512894.09,2447868085.5794,2420053926.163806,2396993787.066362,2379993025.9310365,2358644255.6402345,2346952758.4820976,2340607299.328439,2334859801.124058,2330319229.6924295,2330319229.6924295
run_time,0.0,0.004677772521972656,0.0012269020080566406,0.0011768341064453125,0.0011501312255859375,0.0012001991271972656,0.001512289047241211,0.0011830329895019531,0.0015590190887451172,0.000843048095703125,0.0008289813995361328,0.0006742477416992188
total_demand,155262589.0,155262589.0,155262589.00000003,155262589.00000003,155262589.00000003,155262589.0,155262589.00000003,155262589.0,155262589.0,155262589.0,155262589.0,155262589.0
max_demand,4146378.0,4105017.87945,4064070.326102486,4023531.2245996133,3983396.5006342325,3943662.120540406,3884802.4704335756,3846051.5657910006,3826821.3079620455,3807687.2014222355,3788648.765415124,3788648.765415124
cost,2517441834.0,2477395214.03,2447742762.96,2419975756.8,2396865346.17,2379900419.28,2358541812.85,2346905701.17,2340572547.14,2334803693.61,2330280126.16,2330280126.16
PAR,1.28,1.27,1.26,1.24,1.23,1.22,1.2,1.19,1.18,1.18,1.17,1.17
step_size,1.0,0.01,0.01,0.01,0.01,0.01,0.015,0.01,0.005,0.005,0.005,0.0
