,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,216156,187748,102737,112291,152082,143985,114285,147300,119582,127034,105432,149139,190750,177725,135986,180449,152878,160659,159288,263917,201805,176858,151669,144032,124080,171026,207097,220719,209222,204713,205854,191166,172228,194128,222192,246593,207397,179319,227831,214019,136040,183410,185051,194640,215558,146071,138084,151334
1,906,7168,785058,367779,172379,132711,104125,134065,96250,147879,195292,299823,4783,22393,132875,7005,228704,341420,378910,20,1808,22317,352545,811931,1336576,37662,1523,1371,4596,5586,5886,57483,288339,17710,395,21,9596,113422,307,927,521080,100633,19373,6935,345,492742,357015,193890
2,3512,20269,773424,365179,172379,132711,104125,134065,98450,203429,263367,313769,22005,450760,559615,58171,195382,42552,49276,69,29689,676351,299514,4183,1102,632461,56585,4089,6606,17898,17124,68914,80301,75901,3234,71,42875,184408,3185,4092,876442,345852,81453,13111,2613,101967,464000,265029
3,11406,363603,4595,500819,417728,166995,106525,134065,109650,161029,244927,7459,24412,6460,362114,915915,1488032,12788,51477,114,52739,11827,176619,35185,3372,28098,30503,40629,12446,36328,19194,390014,366553,400241,6478,1007,45290,286197,4569,11409,3546,32911,289871,206223,8969,98467,226432,406329
4,7706,44394,3267,818656,424128,166995,106525,134065,96250,122929,223667,685869,903165,18140,162291,36321,9256,859348,207827,114,36539,18637,117329,42510,3177,11238,40113,9589,338046,351888,399774,17614,28793,35934,15365,2995,119506,456709,12871,11675,3546,42495,328735,312671,9169,167377,204432,151919
5,109776,453911,4317,14746,6495,612034,418158,192749,211744,639926,876296,3524,6087,50537,765307,151197,4762,7278,75618,237,74687,19533,163151,157195,7250,209068,365801,21421,6756,13698,10390,281716,331629,362454,8061,3765,202695,31688,21528,126753,7493,243769,213261,138101,116389,75527,138472,364609
6,63576,57047,20644,27746,855855,410044,146309,136465,196500,541729,749602,6259,10080,48160,5905,64681,54332,127512,368225,638,809387,233428,61696,52931,11614,88128,13415,157277,165346,146928,241366,304084,6151,15238,225623,8367,46287,52168,72515,256845,6428,14955,131375,143301,241839,747707,129172,46679
7,112776,74347,45044,450383,19695,19011,577048,568798,699254,906179,8797,23469,99349,644470,4361,38121,52882,63778,142083,1208,9097,174796,164724,128931,22514,100928,22813,270829,218146,198178,182544,19584,142323,36238,179563,9017,243997,252018,202465,150735,8498,177649,171861,168261,155989,118037,114372,126399
8,96576,82647,466081,22546,10595,22311,720448,1030228,1297874,3579,17747,20969,67799,74460,4361,93181,104282,99388,135105,2312,118513,152644,109774,107031,84014,121778,190763,192079,151446,143028,122594,129134,151073,172606,219913,6299,180797,179618,165837,129335,109824,160401,159011,172761,162989,118037,114372,123399
9,144576,117747,34244,15546,62979,1230471,890658,97965,142990,26709,25947,306069,104305,43600,8705,826201,203272,46493,73605,3707,73213,127544,107374,92631,84014,120578,175163,178579,157546,154428,136894,153934,172573,174688,215969,16161,176597,174768,160387,134135,114624,160401,159011,172761,162989,118037,114372,126399
10,144576,117747,34244,15546,62979,1230471,890658,97965,142990,26709,25947,306069,104305,43600,8705,826201,203272,46493,73605,3707,73213,127544,107374,92631,84014,120578,175163,178579,157546,154428,136894,153934,172573,174688,215969,16161,176597,174768,160387,134135,114624,160401,159011,172761,162989,118037,114372,126399
11,144576,117747,34244,15546,62979,1230471,890658,97965,142990,26709,25947,306069,104305,43600,8705,826201,203272,46493,73605,3707,73213,127544,107374,92631,84014,120578,175163,178579,157546,154428,136894,153934,172573,174688,215969,16161,176597,174768,160387,134135,114624,160401,159011,172761,162989,118037,114372,126399
