,0,1,2,3,4,5,6
max_demand,94364.0,102954.0,100370.0,89527.0,91956.0,91190.0,112561.0
step_size,1.0,0.3350000000000001,0.14200000000000002,0.044,0.041999999999999996,0.015,0.0
PAR,2.13,2.33,2.27,2.02,2.08,2.06,2.54
run_time,0.0,0.003,0.0,0.007,0.004,0.004,0.003
cost,31674123.5,29734585.0,29734491.0,29734488.0,29734499.0,29734494.0,29734494.0
inconvenient,0.0,4098.0,1224.0,620.0,1245.0,537.0,537.0
objective,31674123.5,29738683.0,29735715.0,29735108.0,29735744.0,29735031.0,29735031.0
total_demand,2123892.0,2123892.0,2123892.0,2123892.0,2123892.0,2123892.0,2123892.0
