,0,1,2,3,4,5,6
max_demand,94364.0,67354.80326599319,63331.81016037798,60585.48574467474,60404.00504002509,59498.03496442472,59498.03496442472
step_size,1.0,0.3350000000000001,0.14200000000000002,0.044,0.041999999999999996,0.015,0.0
PAR,2.13,1.52,1.43,1.37,1.37,1.34,1.34
run_time,0.0,0.004660844802856445,0.0017399787902832031,0.0008459091186523438,0.0007081031799316406,0.0003898143768310547,0.00022792816162109375
cost,31674123.5,29817770.58,29783797.41,29782255.77,29779707.29,29779329.48,29779329.48
inconvenient,0.0,1372.8300000000004,-21.133860000000055,28.20988984,51.105184626719996,7.288422230599199,7.288422230599199
objective,31674123.5,29819143.409999996,29783776.27614,29782283.97988984,29779758.395184625,29779336.76842223,29779336.76842223
total_demand,2123892.0,2123891.9999999995,2123891.9999999995,2123892.0,2123892.0,2123891.9999999995,2123891.9999999995
