,0,1,2,3,4,5,6
objective,26583337.6,24877797.125,24838394.060145,24806791.025537092,24801859.242480665,24798616.189437985,24798616.189437985
PAR,2.01,1.59,1.5,1.37,1.32,1.29,1.29
step_size,1.0,0.2310000000000001,0.061,0.089,0.036,0.025,0.0
cost,26583337.6,24875855.57,24838245.01,24806575.65,24801774.62,24798569.28,24798569.28
inconvenient,0.0,1941.5550000000007,149.05014499999996,215.37553709499997,84.62248066458,46.9094379833855,46.9094379833855
max_demand,74042.0,58685.63329195579,55191.962369293695,50463.02251411661,48668.15895462936,47459.34534156055,47459.34534156055
run_time,0.0,0.003532886505126953,0.0010371208190917969,0.0014638900756835938,0.0007009506225585938,0.0005438327789306641,0.00021600723266601562
total_demand,1767035.0,1767035.0,1767034.9999999995,1767035.0000000002,1767035.0,1767034.9999999993,1767034.9999999993
