,0,1,2,3,4,5,6
objective,26583337.6,24747111.0,24742920.0,24741086.0,24741141.0,24740493.0,24740342.0
PAR,2.01,5.92,3.39,2.96,3.77,3.69,2.68
step_size,1.0,0.2310000000000001,0.061,0.089,0.036,0.025,0.0
cost,26583337.6,24738706.0,24738535.0,24738517.0,24738575.0,24738532.0,24738672.0
inconvenient,0.0,8405.0,4385.0,2569.0,2566.0,1961.0,1670.0
max_demand,74042.0,217977.0,124692.0,109065.0,138852.0,135791.0,98538.0
run_time,0.0,0.001,0.0,0.002,0.001,0.002,0.005
total_demand,1767035.0,1767035.0,1767035.0,1767035.0,1767035.0,1767035.0,1767035.0
