,0,1,2,3,4,5,6
step_size,1.0,0.19900000000000004,0.13199999999999998,0.06999999999999999,0.034999999999999996,0.023,0.0
PAR,2.07,3.76,3.17,3.69,2.69,4.04,3.22
max_demand,44514.0,80781.0,68241.0,79437.0,57882.0,86906.0,69198.0
run_time,0.0,0.0,0.0,0.003,0.001,0.0,0.001
total_demand,1032082.0,1032082.0,1032082.0,1032082.0,1032082.0,1032082.0,1032082.0
objective,15525504.0,14451596.0,14451386.0,14451098.0,14449993.0,14450955.0,14450158.0
cost,15525504.0,14449315.0,14449201.0,14449184.0,14449152.0,14449196.0,14449154.0
inconvenient,0.0,2281.0,2185.0,1914.0,841.0,1759.0,1004.0
