,0,1,2,3,4
total_demand,19251198.0,19251198.0,19251198.0,19251198.0,19251198.0
step_size,1.0,0.033,0.011,0.011,0.0
inconvenient,0.0,623607.0,779032.0,767610.0,762124.0
run_time,0.0,0.012000000000000004,0.008,0.005,0.014000000000000005
objective,300389427.9,270249320.0,275436564.0,276175408.0,277660351.0
cost,300389427.9,269625713.0,274657532.0,275407798.0,276898227.0
max_demand,555379.0,4256056.0,9592372.0,10286779.0,10230144.0
PAR,1.38,10.61,23.92,25.65,25.51
