,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,14830,14830.0,0.00%,6.06,6.06,0.00%,1912354.0,1644998.0,14.00%,1912354.0,1644972.0,14.00%,0.0
heuristic_fw,5,1,piece-wise,14830,8387.654190803723,43.40%,6.06,3.43,43.40%,1912354.0,1645394.33,14.00%,1912354.0,1645327.55,14.00%,0.0
