,0,1,2
PAR,6.06,3.43,3.43
step_size,1.0,0.47700000000000004,0.0
total_demand,117498.0,117498.00000000001,117498.00000000001
max_demand,14830.0,8387.654190803723,8387.654190803723
run_time,0.0,0.0008249282836914062,0.00013303756713867188
cost,1912354.0,1645327.55,1645327.55
objective,1912354.0,1645394.33,1645394.33
inconvenient,0.0,66.78,66.78
