,0,1,2,3,4,5
max_demand,33636.0,27038.322674501516,24718.29631473768,23864.74394154191,22214.984436300183,22214.984436300183
PAR,2.9,2.33,2.13,2.06,1.92,1.92
objective,8567123.3,7859261.039,7825964.059018999,7818421.763016897,7803159.913111262,7803159.913111262
step_size,1.0,0.21700000000000005,0.089,0.057999999999999996,0.16200000000000003,0.0
run_time,0.0,0.0027811527252197266,0.0010440349578857422,0.0007181167602539062,0.0016319751739501953,0.00016498565673828125
inconvenient,0.0,181.62900000000005,36.879019,44.203016898,143.82311126252404,143.82311126252404
total_demand,556446.0,556446.0,556446.0,556446.0000000001,556446.0,556446.0
cost,8567123.3,7859079.41,7825927.18,7818377.56,7803016.09,7803016.09
