,0,1,2,3,4,5,6,7,8,9,10,11,12,13
inconvenient,0.0,114716.70000000001,54736.723,76931.78554,51537.74214460001,16648.511289277,56350.29488710723,20900.883525564463,27722.521164744358,8163.457394176278,11053.622713029119,30440.983772869713,19720.80508113565,19720.80508113565
objective,1316446394.7,1263460865.53,1247183303.703,1222744380.59554,1213695495.5821445,1209315762.9512894,1202277206.144887,1199528311.3935256,1194607271.3911645,1192249702.777394,1190343139.442713,1187339903.1837728,1186200394.155081,1186200394.155081
run_time,0.0,0.00899505615234375,0.004662036895751953,0.0074977874755859375,0.004655122756958008,0.0032470226287841797,0.004639863967895508,0.0034182071685791016,0.004663228988647461,0.0007328987121582031,0.0006783008575439453,0.0013399124145507812,0.0007410049438476562,0.0005040168762207031
total_demand,78582337.0,78582337.0,78582337.0,78582336.99999997,78582336.99999999,78582337.0,78582337.00000001,78582336.99999999,78582337.00000001,78582337.0,78582336.99999999,78582337.0,78582337.0,78582337.0
max_demand,2052642.0,2002446.5703361498,1982502.5895470467,1943638.754054885,1924312.8423831873,1915532.8481712714,1896425.4080107629,1886958.5309707092,1868596.8648742763,1859253.880549905,1850132.8761471554,1831677.8007075875,1823463.8917040497,1823463.8917040497
cost,1316446394.7,1263346148.83,1247128566.98,1222667448.81,1213643957.84,1209299114.44,1202220855.85,1199507410.51,1194579548.87,1192241539.32,1190332085.82,1187309462.2,1186180673.35,1186180673.35
PAR,1.25,1.22,1.21,1.19,1.18,1.17,1.16,1.15,1.14,1.14,1.13,1.12,1.11,1.11
step_size,1.0,0.025,0.01,0.02,0.01,0.005,0.01,0.005,0.01,0.005,0.005,0.01,0.005,0.0
