,0,1,2,3,4,5,6,7
inconvenient,0.0,110469.6,51722.587999999996,57493.04412,27860.2991176,47321.167008824006,17347.55916495588,17347.55916495588
objective,1316446394.7,1266980519.33,1237251519.0180001,1225771981.54412,1207529863.4891176,1201476632.147009,1198473734.879165,1198473734.879165
run_time,0.0,0.0022089481353759766,0.0019042491912841797,0.001210927963256836,0.0019049644470214844,0.0011992454528808594,0.0033731460571289062,0.0018157958984375
total_demand,78582337.0,78582336.99999999,78582337.0,78582337.0,78582337.0,78582337.00000001,78582337.00000001,78582337.00000001
max_demand,2052642.0,2001836.551105592,1962099.0958990182,1942527.1574174257,1903967.0232931906,1884974.952235841,1875550.0774746619,1875550.0774746619
cost,1316446394.7,1266870049.73,1237199796.43,1225714488.5,1207502003.19,1201429310.98,1198456387.32,1198456387.32
PAR,1.25,1.22,1.2,1.19,1.16,1.15,1.15,1.15
step_size,1.0,0.025,0.02,0.01,0.02,0.01,0.005,0.0
