,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
PAR,1.14,1.13,1.11,1.1,1.09,1.08,1.08,1.07,1.07,1.06,1.06,1.05,1.05,1.04,1.04,1.04,1.04,1.04
step_size,1.0,0.014000000000000005,0.012000000000000004,0.009000000000000001,0.012000000000000004,0.007,0.008,0.003,0.003,0.006,0.007,0.009000000000000001,0.001,0.002,0.002,0.001,0.001,0.0
inconvenient,0.0,192184.20200000008,149338.62957600006,132672.72033381602,153315.48335599425,76286.00361650805,80737.99197106794,22182.270024086796,35172.06818992774,45109.583590860435,54709.944914863976,62059.12249576623,8729.997877504233,10849.11800424499,8435.39976399151,4178.421600236008,9100.363578399765,9100.363578399765
total_demand,155022033.0,155022032.99999997,155022033.00000003,155022032.99999997,155022033.00000003,155022033.0,155022033.00000003,155022033.0,155022033.0,155022033.0,155022033.00000006,155022033.0,155022032.99999997,155022032.99999994,155022033.0,155022033.00000006,155022032.99999994,155022032.99999994
max_demand,3693329.0,3642102.054000628,3599701.537716583,3567534.9667119584,3525797.21834989,3501902.410870849,3474879.067230009,3464464.8511906415,3454081.846567158,3434382.3457254493,3410438.795777255,3379867.336364335,3376491.6690279706,3369742.0621815836,3363013.1441992824,3359650.131055083,3356325.240924028,3356325.240924028
cost,3047477589.7,2922684417.12,2842044424.29,2788544691.67,2732800798.08,2707760063.33,2683937908.89,2675732982.02,2669316587.33,2659881482.77,2649834606.19,2639389192.15,2637772126.95,2635791755.71,2634133023.88,2633595042.63,2632948356.4,2632948356.4
run_time,0.0,0.007107734680175781,0.006481170654296875,0.00501704216003418,0.0059299468994140625,0.004140138626098633,0.004255771636962891,0.0019211769104003906,0.001870870590209961,0.003345012664794922,0.004548072814941406,0.005337238311767578,0.001355886459350586,0.001764059066772461,0.0018970966339111328,0.0018031597137451172,0.0016613006591796875,0.0013589859008789062
objective,3047477589.7,2922876601.322,2842193762.919576,2788677364.390334,2732954113.563356,2707836349.3336163,2684018646.881971,2675755164.2900243,2669351759.39819,2659926592.353591,2649889316.134915,2639451251.2724957,2637780856.9478774,2635802604.8280044,2634141459.279764,2633599221.0516005,2632957456.7635784,2632957456.7635784
