,0,1,2,3,4,5,6,7
step_size,1.0,0.24100000000000005,0.127,0.11299999999999999,0.043,0.011,0.03,0.0
inconvenient,0.0,3663.0,1787.0,3279.0,633.0,817.0,817.0,144.0
max_demand,92931.0,157648.0,140795.0,141619.0,102331.0,103163.0,105563.0,92454.0
cost,30136299.3,27875707.0,27875680.0,27875692.0,27875691.0,27875699.0,27875699.0,27875680.0
total_demand,1991120.0,1991120.0,1991120.0,1991120.0,1991120.0,1991120.0,1991120.0,1991120.0
objective,30136299.3,27879370.0,27877467.0,27878971.0,27876324.0,27876516.0,27876516.0,27875824.0
PAR,2.24,3.8,3.39,3.41,2.47,2.49,2.54,2.23
run_time,0.0,0.005,0.002,0.003,0.005,0.003,0.009000000000000001,0.003
