,0,1,2,3,4,5,6,7,8,9,10,11,12
inconvenient,0.0,84588.0,89797.0,204087.0,225726.0,181216.0,186990.0,226039.0,202263.0,376449.0,238169.0,329548.0,325134.0
run_time,0.0,0.20000000000000015,0.4060000000000003,0.19300000000000014,0.35900000000000026,0.3940000000000003,0.25400000000000017,0.18800000000000014,0.18500000000000014,0.19700000000000015,0.3760000000000003,0.23800000000000018,0.21900000000000017
step_size,1.0,0.06999999999999999,0.05499999999999999,0.030000000000000002,0.025,0.015,0.01,0.01,0.005,0.01,0.005,0.005,0.0
PAR,1.51,6.93,6.27,13.76,13.08,10.15,14.44,13.15,15.87,23.49,17.98,16.35,23.76
total_demand,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0,7671817.0
cost,116879213.8,954787363.6,969049106.1,1097614699.6,1155956481.2,1129388326.2,1217053932.7,1159550522.5,1393963940.5,1270041577.2,1286200444.6,1031861381.0,1246339039.3
objective,116879213.8,954871951.6,969138903.1,1097818786.6,1156182207.2,1129569542.2,1217240922.7,1159776561.5,1394166203.5,1270418026.2,1286438613.6,1032190929.0,1246664173.3
max_demand,240773.0,1108364.0,1002206.0,2199670.0,2090001.0,1621667.0,2308605.0,2101708.0,2536850.0,3754463.0,2874145.0,2613528.0,3797402.0
