,0,1,2,3,4,5,6,7
inconvenient,0.0,11947.0,12437.0,4869.0,5080.0,10237.0,3537.0,2113.0
run_time,0.0,0.1510000000000001,0.1480000000000001,0.1540000000000001,0.1510000000000001,0.19500000000000015,0.18800000000000014,0.1570000000000001
step_size,1.0,0.2100000000000001,0.16500000000000006,0.06999999999999999,0.035,0.035,0.005,0.0
PAR,1.8,3.95,3.58,2.43,2.63,3.32,2.2,2.17
total_demand,3934869.0,3934869.0,3934869.0,3934869.0,3934869.0,3934869.0,3934869.0,3934869.0
cost,61186967.4,178481754.5,162542788.3,123784304.3,107790546.6,154106740.5,75500216.9,78794467.0
objective,61186967.4,178493701.5,162555225.3,123789173.3,107795626.6,154116977.5,75503753.9,78796580.0
max_demand,147902.0,324171.0,293076.0,198906.0,215272.0,272201.0,180189.0,177598.0
