,0,1,2
PAR,6.03,5.89,5.89
step_size,1.0,0.023,0.0
total_demand,172877.0,172877.0,172877.0
max_demand,21700.0,21200.9,21200.9
run_time,0.0,0.00034809112548828125,0.0001552104949951172
cost,2814585.5,2703097.69,2703097.69
objective,2814585.5,2703101.853,2703101.853
inconvenient,0.0,4.163,4.163
