,0,1,2
PAR,6.03,9.33,9.33
step_size,1.0,0.023,0.0
total_demand,172877.0,172877.0,172877.0
max_demand,21700.0,33600.0,33600.0
run_time,0.0,0.0,0.0
cost,2814585.5,2420278.0,2420278.0
objective,2814585.5,2420459.0,2420459.0
inconvenient,0.0,181.0,181.0
