repeat,no_households,algorithm,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
0,10,heuristic,5,1,piece-wise,31735,27035.0,14.80%,6.39,5.44,14.90%,3872296.6,3339944.0,13.70%,3872296.6,3339938.0,13.70%,0.01
0,10,heuristic_fw,5,1,piece-wise,31735,19951.043576998396,37.10%,6.39,4.01,37.20%,3872296.6,3343219.947515,13.70%,3872296.6,3343221.47,13.70%,0.002
