,0,1,2,3
max_demand,18221.0,20550.0,19056.0,19056.0
PAR,4.48,5.05,4.68,4.68
objective,3306303.2,2735996.0,2735762.0,2735791.0
step_size,1.0,0.4710000000000002,0.042,0.0
run_time,0.0,0.001,0.0,0.0
inconvenient,0.0,298.0,60.0,89.0
total_demand,195407.0,195407.0,195407.0,195407.0
cost,3306303.2,2735698.0,2735702.0,2735702.0
