no_households,algorithm,penalty_weight,cost_function_type,no_tasks,max_demand initial,max_demand final,PAR initial,PAR final,objective initial,objective final,cost initial,cost final,Average run_time
10,heuristic,1,piece-wise,5,20200,20256.0,5.17,5.19,2960410.0,2624342.0,2960410.0,2624300.0,0.0
10,heuristic_fw,1,piece-wise,5,20200,12656.799402586048,5.17,3.24,2960410.0,2626784.2292950856,2960410.0,2626781.78,0.001
