,0,1,2,3,4
max_demand,20200.0,29600.0,25050.0,22675.0,20256.0
step_size,1.0,0.26199999999999996,0.24100000000000005,0.049,0.0
objective,2960410.0,2624417.0,2624422.0,2624372.0,2624342.0
total_demand,187450.0,187450.0,187450.0,187450.0,187450.0
cost,2960410.0,2624300.0,2624300.0,2624300.0,2624300.0
PAR,5.17,7.58,6.41,5.81,5.19
run_time,0.0,0.001,0.0,0.0,0.0
inconvenient,0.0,117.0,122.0,72.0,42.0
