,0,1,2,3,4,5,6,7
max_demand,1087957.0,1055643.589143,1034636.2817190543,1024289.9189018637,1003906.5495157166,993966.4840205595,984026.8191803539,984026.8191803539
objective,610825058.1,592708905.5600001,584549640.078,581262579.36842,575877195.3228316,573440198.4139717,571658733.4808602,571658733.4808602
inconvenient,0.0,44171.1,44298.157999999996,19706.85842,20218.6028316,13197.913971684,19753.31086028316,19753.31086028316
total_demand,38956140.0,38956140.0,38956140.0,38956140.00000001,38956139.99999999,38956140.0,38956139.99999999,38956139.99999999
run_time,0.0,0.005538225173950195,0.004725933074951172,0.00339508056640625,0.004737138748168945,0.0030868053436279297,0.003428936004638672,0.0015749931335449219
cost,610825058.1,592664734.46,584505341.92,581242872.51,575856976.72,573427000.5,571638980.17,571638980.17
PAR,1.34,1.3,1.27,1.26,1.24,1.22,1.21,1.21
step_size,1.0,0.03,0.02,0.01,0.02,0.01,0.01,0.0
