,0,1,2,3,4,5,6,7
max_demand,1087957.0,8894652.0,11416750.0,19930248.0,9354805.0,12008243.0,13125210.0,12311473.0
objective,610825058.1,6795146210.3,6929876575.4,7040964604.8,6300561448.6,7063080898.3,7224406435.1,7263979461.8
inconvenient,0.0,1472370.0,2259079.0,2014984.0,1030637.0,1340010.0,1988529.0,2075943.0
total_demand,38956140.0,38956140.0,38956140.0,38956140.0,38956140.0,38956140.0,38956140.0,38956140.0
run_time,0.0,5.974999999999918,8.412999999999915,6.2109999999999275,6.363999999999924,6.506999999999927,6.460999999999925,6.132999999999916
cost,610825058.1,6793673840.3,6927617496.4,7038949620.8,6299530811.6,7061740888.3,7222417906.1,7261903518.8
PAR,1.34,10.96,14.07,24.56,11.53,14.8,16.17,15.17
step_size,1.0,0.03,0.02,0.01,0.02,0.01,0.01,0.0
