,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1796.39,3,2000,5,1,piece-wise,1087957,25299974.0,-22.255,1.34,31.17,-22.261,610825058.1,7752596949.0,-11.692,610825058.1,7750141241.0,-11.688
optimal_fw,0.002,3,2000,5,1,piece-wise,1087957,1045087.1532515701,0.039,1.34,1.29,0.037,610825058.1,587617012.1306,0.038,610825058.1,587597967.5,0.038
heuristic,6.581,7,2000,5,1,piece-wise,1087957,12311473.0,-10.316,1.34,15.17,-10.321,610825058.1,7263979461.8,-10.892,610825058.1,7261903518.8,-10.889
heuristic_fw,0.004,7,2000,5,1,piece-wise,1087957,984026.8191803539,0.096,1.34,1.21,0.097,610825058.1,571658733.4808602,0.064,610825058.1,571638980.17,0.064
