,0,1,2,3
max_demand,1087957.0,8920378.0,13153347.0,25299974.0
objective,610825058.1,6951745983.8,7548384488.4,7752596949.0
inconvenient,0.0,1409598.0,1946751.0,2455708.0
total_demand,38956140.0,38956140.0,38956140.0,38956140.0
run_time,0.0,794.7199999999957,2140.780000000001,2453.669999999999
cost,610825058.1,6950336385.8,7546437737.4,7750141241.0
PAR,1.34,10.99,16.21,31.17
step_size,1.0,0.03,0.01,0.0
