,0,1,2,3,4,5,6
max_demand,296168.0,1324760.0,1115456.0,3613711.0,3746534.0,3398271.0,4027526.0
run_time,0.0,0.009000000000000001,0.004,0.010000000000000002,0.005,0.009000000000000001,0.01800000000000001
objective,147312996.0,135876215.0,135865749.0,136115208.0,136123968.0,138323758.0,141552293.0
step_size,1.0,0.06699999999999999,0.05499999999999999,0.012,0.011,0.011,0.0
inconvenient,0.0,125414.0,117478.0,337996.0,337673.0,310856.0,206499.0
cost,147312996.0,135750801.0,135748271.0,135777212.0,135786295.0,138012902.0,141345794.0
total_demand,9694599.0,9694599.0,9694599.0,9694599.0,9694599.0,9694599.0,9694599.0
PAR,1.47,6.56,5.52,17.89,18.55,16.83,19.94
