,0,1,2,3,4,5,6,7,8,9,10
objective,161581009.7,144998981.0,145039645.0,145092918.0,145203801.0,145123701.0,145375106.0,154416631.0,149661901.0,155291378.0,153542514.0
cost,161581009.7,144871580.0,144872525.0,144876603.0,144897468.0,144889107.0,145015145.0,154301424.0,149471058.0,155238861.0,153175058.0
inconvenient,0.0,127401.0,167120.0,216315.0,306333.0,234594.0,359961.0,115207.0,190843.0,52517.0,367456.0
step_size,1.0,0.08099999999999999,0.022,0.022,0.022,0.022,0.013,0.034999999999999996,0.011,0.022,0.0
run_time,0.0,0.5030000000000003,0.5040000000000003,0.5080000000000003,0.5030000000000003,0.5020000000000003,0.5010000000000003,0.5000000000000003,0.5000000000000003,0.5020000000000003,0.5020000000000003
total_demand,10346671.0,10346671.0,10346671.0,10346671.0,10346671.0,10346671.0,10346671.0,10346671.0,10346671.0,10346671.0,10346671.0
PAR,1.46,6.37,10.43,13.17,13.75,11.61,16.4,4.86,12.89,3.22,12.94
max_demand,314496.0,1373662.0,2249240.0,2839039.0,2963958.0,2502656.0,3535990.0,1046902.0,2777702.0,694932.0,2790293.0
