,0,1,2,3
step_size,1.0,0.3830000000000001,0.264,0.0
max_demand,16604.0,11299.441004131835,9360.560714897363,9360.560714897363
objective,2005241.3,1721412.02,1717524.14184,1717524.14184
total_demand,122654.0,122653.99999999997,122653.99999999996,122653.99999999996
PAR,6.5,4.42,3.66,3.66
cost,2005241.3,1721343.08,1717525.71,1717525.71
inconvenient,0.0,68.94000000000003,-1.5681600000000069,-1.5681600000000069
run_time,0.0,0.0040149688720703125,0.0022971630096435547,0.0002498626708984375
