,0,1,2,3
step_size,1.0,0.3770000000000001,0.273,0.0
max_demand,16604.0,11340.588633939837,9418.14664318547,9418.14664318547
objective,2005241.3,1721534.674,1717565.505748,1717565.505748
total_demand,122654.0,122653.99999999997,122653.99999999999,122653.99999999999
PAR,6.5,4.44,3.69,3.69
cost,2005241.3,1721454.75,1717561.39,1717561.39
inconvenient,0.0,79.92400000000002,4.115747999999995,4.115747999999995
run_time,0.0,0.004472017288208008,0.003679990768432617,0.00024700164794921875
